publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	own_anchor	package:collection	all_issns	zdb_id
Acta Geochimica	0253-486X	1993-0364	2020	39	1				https://link.springer.com/journal/volumesAndIssues/11631		88530		fulltext		Springer Nature	Serial		DESPR:deal_springer_current	0253-486X;1000-9426;2096-0956;1993-0364;2365-7499	2847053-9
Acta Geodaetica et Geophysica (1997-)	1217-8977	1587-1037	1997	32	1				https://link.springer.com/journal/volumesAndIssues/40328		195251		fulltext		Springer	Serial		DESPR:deal_springer	1217-8977;2213-5812;1587-1037;2213-5820	2705307-6
Acta Geodaetica et Geophysica (1997-)	1217-8977	1587-1037	1997	32	1				https://link.springer.com/journal/volumesAndIssues/40328		195251		fulltext		Springer	Serial		DESPR:deal_springer	1217-8977;2213-5812;1587-1037;2213-5820	2705307-6
Acta Geodaetica et Geophysica (1997-)	1217-8977	1587-1037	2020	55	1				https://link.springer.com/journal/volumesAndIssues/40328		195251		fulltext		Springer	Serial		DESPR:deal_springer_current	1217-8977;2213-5812;1587-1037;2213-5820	2705307-6
Acta Geodaetica et Geophysica (1997-)	1217-8977	1587-1037	2020	55	1				https://link.springer.com/journal/volumesAndIssues/40328		195251		fulltext		Springer	Serial		DESPR:deal_springer_current	1217-8977;2213-5812;1587-1037;2213-5820	2705307-6
Acta Geologica Sinica - English Edition	1000-9515	1755-6724	1997	71					https://onlinelibrary.wiley.com/journal/17556724		104820		fulltext		Wiley ; Chinese Society of Geological Sciences; English China Online Journals (ECOJ)	Serial		WIDEA:deal_wiley	1000-9515;1755-6724	2420386-5
Acta Geophysica	1895-6572	1895-7455	2006	54	1				https://link.springer.com/journal/volumesAndIssues/11600		65920		fulltext		Springer	Serial		DESPR:deal_springer	1895-6572;1895-7455	2231673-5
Acta Geophysica	1895-6572	1895-7455	2006	54	1				https://link.springer.com/journal/volumesAndIssues/11600		65920		fulltext		Springer	Serial		DESPR:deal_springer	1895-6572;1895-7455	2231673-5
Acta Geophysica	1895-6572	1895-7455	2020	68	1				https://link.springer.com/journal/volumesAndIssues/11600		65920		fulltext		Springer	Serial		DESPR:deal_springer_current	1895-6572;1895-7455	2231673-5
Acta Geophysica	1895-6572	1895-7455	2020	68	1				https://link.springer.com/journal/volumesAndIssues/11600		65920		fulltext		Springer	Serial		DESPR:deal_springer_current	1895-6572;1895-7455	2231673-5
Acta Geotechnica	1861-1125	1861-1133	2006	1	1				https://link.springer.com/journal/volumesAndIssues/11440		67499		fulltext		Springer	Serial		DESPR:deal_springer	1861-1125;1861-1133	2239453-9
Acta Geotechnica	1861-1125	1861-1133	2006	1	1				https://link.springer.com/journal/volumesAndIssues/11440		67499		fulltext		Springer	Serial		DESPR:deal_springer	1861-1125;1861-1133	2239453-9
Acta Geotechnica	1861-1125	1861-1133	2020	15	1				https://link.springer.com/journal/volumesAndIssues/11440		67499		fulltext		Springer	Serial		DESPR:deal_springer_current	1861-1125;1861-1133	2239453-9
Acta Geotechnica	1861-1125	1861-1133	2020	15	1				https://link.springer.com/journal/volumesAndIssues/11440		67499		fulltext		Springer	Serial		DESPR:deal_springer_current	1861-1125;1861-1133	2239453-9
Acta Histochemica	0065-1281	1618-0372	2003	105		2022	124	8	https://www.sciencedirect.com/science/journal/00651281		9554		fulltext		Urban & Fischer; Elsevier	Serial		ELDEA:deal_elsevier_arch	0065-1281;1618-0372	2038464-6
Acta Histochemica	0065-1281	1618-0372	1995	97		2022	124	8	https://www.sciencedirect.com/science/journal/00651281		9554		fulltext		Urban & Fischer; Elsevier	Serial		ELDEA:deal_elsevier_frc	0065-1281;1618-0372	2038464-6
Acta Histochemica	0065-1281	1618-0372	2023	125					https://www.sciencedirect.com/science/journal/00651281		9554		fulltext		Urban & Fischer; Elsevier	Serial		ELDEA:deal_elsevier_core	0065-1281;1618-0372	2038464-6
Acta Informatica	0001-5903	1432-0525	1997	34	1				https://link.springer.com/journal/volumesAndIssues/236		821		fulltext		Springer	Serial		DESPR:deal_springer	0001-5903;1432-0525	1389024-4
Acta Informatica	0001-5903	1432-0525	1997	34	1				https://link.springer.com/journal/volumesAndIssues/236		821		fulltext		Springer	Serial		DESPR:deal_springer	0001-5903;1432-0525	1389024-4
Acta Informatica	0001-5903	1432-0525	2020	57	1				https://link.springer.com/journal/volumesAndIssues/236		821		fulltext		Springer	Serial		DESPR:deal_springer_current	0001-5903;1432-0525	1389024-4
Acta Informatica	0001-5903	1432-0525	2020	57	1				https://link.springer.com/journal/volumesAndIssues/236		821		fulltext		Springer	Serial		DESPR:deal_springer_current	0001-5903;1432-0525	1389024-4
Acta Materialia	1359-6454	1873-2453	1996	44		2022	241		https://www.sciencedirect.com/science/journal/13596454		3502		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	1359-6454;1873-2453	2014621-8
Acta Materialia	1359-6454	1873-2453	1996	44		2022	241		https://www.sciencedirect.com/science/journal/13596454		3502		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	1359-6454;1873-2453	2014621-8
Acta Materialia	1359-6454	1873-2453	2023	242					https://www.sciencedirect.com/science/journal/13596454		3502		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	1359-6454;1873-2453	2014621-8
Acta Mathematica Hungarica (Formerly: Acta Mathematica Academiae Scientiarum Hungaricae)	0001-5954	1588-2632	1997	74	1				https://link.springer.com/journal/volumesAndIssues/10474		6253		fulltext		Akadmiai Kiad ; Springer Science+Business Media B.V. (formerly Kluwer Academic Publishers)	Serial		DESPR:deal_springer	0001-5954;0236-5294;1588-2632	2012194-5
Acta Mathematica Hungarica (Formerly: Acta Mathematica Academiae Scientiarum Hungaricae)	0001-5954	1588-2632	1997	74	1				https://link.springer.com/journal/volumesAndIssues/10474		6253		fulltext		Akadmiai Kiad ; Springer Science+Business Media B.V. (formerly Kluwer Academic Publishers)	Serial		DESPR:deal_springer	0001-5954;0236-5294;1588-2632	2012194-5
Acta Mathematica Hungarica (Formerly: Acta Mathematica Academiae Scientiarum Hungaricae)	0001-5954	1588-2632	2020	160	1				https://link.springer.com/journal/volumesAndIssues/10474		6253		fulltext		Akadmiai Kiad ; Springer Science+Business Media B.V. (formerly Kluwer Academic Publishers)	Serial		DESPR:deal_springer_current	0001-5954;0236-5294;1588-2632	2012194-5
Acta Mathematica Hungarica (Formerly: Acta Mathematica Academiae Scientiarum Hungaricae)	0001-5954	1588-2632	2020	160	1				https://link.springer.com/journal/volumesAndIssues/10474		6253		fulltext		Akadmiai Kiad ; Springer Science+Business Media B.V. (formerly Kluwer Academic Publishers)	Serial		DESPR:deal_springer_current	0001-5954;0236-5294;1588-2632	2012194-5
Acta Mathematica Scientia (Series B) (1981-2018)	0252-9602		1995	15		2018	38		https://www.sciencedirect.com/science/journal/02529602		65678		fulltext		Science Press; Elsevier	Serial		ELDEA:deal_elsevier_frc	0252-9602;1003-3998	2014050-2
Acta Mathematica Scientia (Series B) (2019 - )	0252-9602	1572-9087	2019	39					https://link.springer.com/journal/volumesAndIssues/10473		453806		fulltext		Springer ; Elsevier ; Science Press	Serial		DESPR:deal_springer	0252-9602;1572-9087	2014050-2
Acta Mathematica Scientia (Series B) (2019 - )	0252-9602	1572-9087	2019	39					https://link.springer.com/journal/volumesAndIssues/10473		453806		fulltext		Springer ; Elsevier ; Science Press	Serial		DESPR:deal_springer	0252-9602;1572-9087	2014050-2
Acta Mathematica Scientia (Series B) (2019 - )	0252-9602	1572-9087	2020	40	1				https://link.springer.com/journal/volumesAndIssues/10473		453806		fulltext		Springer ; Elsevier ; Science Press	Serial		DESPR:deal_springer_current	0252-9602;1572-9087	2014050-2
Acta Mathematica Scientia (Series B) (2019 - )	0252-9602	1572-9087	2020	40	1				https://link.springer.com/journal/volumesAndIssues/10473		453806		fulltext		Springer ; Elsevier ; Science Press	Serial		DESPR:deal_springer_current	0252-9602;1572-9087	2014050-2
Acta Mathematica Sinica, English Series (formerly: Acta Mathematica Sinica)	1000-9574	1439-7617	1997	13	1				https://link.springer.com/journal/volumesAndIssues/10114		7661		fulltext		Springer	Serial		DESPR:deal_springer	1000-9574;1439-8516;1439-7617	2011055-8
Acta Mathematica Sinica, English Series (formerly: Acta Mathematica Sinica)	1000-9574	1439-7617	1997	13	1				https://link.springer.com/journal/volumesAndIssues/10114		7661		fulltext		Springer	Serial		DESPR:deal_springer	1000-9574;1439-8516;1439-7617	2011055-8
Acta Mathematica Sinica, English Series (formerly: Acta Mathematica Sinica)	1000-9574	1439-7617	2020	36	1				https://link.springer.com/journal/volumesAndIssues/10114		7661		fulltext		Springer	Serial		DESPR:deal_springer_current	1000-9574;1439-8516;1439-7617	2011055-8
Acta Mathematica Sinica, English Series (formerly: Acta Mathematica Sinica)	1000-9574	1439-7617	2020	36	1				https://link.springer.com/journal/volumesAndIssues/10114		7661		fulltext		Springer	Serial		DESPR:deal_springer_current	1000-9574;1439-8516;1439-7617	2011055-8
Acta Mathematica Vietnamica (2013-)	0251-4184	2315-4144	2013	38	1				https://link.springer.com/journal/volumesAndIssues/40306		195199		fulltext		Springer	Serial		DESPR:deal_springer	0251-4184;2315-4144	2620691-2
Acta Mathematica Vietnamica (2013-)	0251-4184	2315-4144	2013	38	1				https://link.springer.com/journal/volumesAndIssues/40306		195199		fulltext		Springer	Serial		DESPR:deal_springer	0251-4184;2315-4144	2620691-2
Acta Mathematica Vietnamica (2013-)	0251-4184	2315-4144	2020	45	1				https://link.springer.com/journal/volumesAndIssues/40306		195199		fulltext		Springer	Serial		DESPR:deal_springer_current	0251-4184;2315-4144	2620691-2
Acta Mathematica Vietnamica (2013-)	0251-4184	2315-4144	2020	45	1				https://link.springer.com/journal/volumesAndIssues/40306		195199		fulltext		Springer	Serial		DESPR:deal_springer_current	0251-4184;2315-4144	2620691-2
Acta Mathematicae Applicatae Sinica, English Series	0168-9673	1618-3932	1997	13	1				https://link.springer.com/journal/volumesAndIssues/10255		20044		fulltext		Springer	Serial		DESPR:deal_springer	0168-9673;1618-3932	2076073-5
Acta Mathematicae Applicatae Sinica, English Series	0168-9673	1618-3932	1997	13	1				https://link.springer.com/journal/volumesAndIssues/10255		20044		fulltext		Springer	Serial		DESPR:deal_springer	0168-9673;1618-3932	2076073-5
Acta Mathematicae Applicatae Sinica, English Series	0168-9673	1618-3932	2020	36	1				https://link.springer.com/journal/volumesAndIssues/10255		20044		fulltext		Springer	Serial		DESPR:deal_springer_current	0168-9673;1618-3932	2076073-5
Acta Mathematicae Applicatae Sinica, English Series	0168-9673	1618-3932	2020	36	1				https://link.springer.com/journal/volumesAndIssues/10255		20044		fulltext		Springer	Serial		DESPR:deal_springer_current	0168-9673;1618-3932	2076073-5
Acta Mechanica	0001-5970	1619-6937	1997	120	1				https://link.springer.com/journal/volumesAndIssues/707		4493		fulltext		Springer	Serial		DESPR:deal_springer	0001-5970;1619-6937	1476343-6
Acta Mechanica	0001-5970	1619-6937	1997	120	1				https://link.springer.com/journal/volumesAndIssues/707		4493		fulltext		Springer	Serial		DESPR:deal_springer	0001-5970;1619-6937	1476343-6
Acta Mechanica	0001-5970	1619-6937	2020	231	1				https://link.springer.com/journal/volumesAndIssues/707		4493		fulltext		Springer	Serial		DESPR:deal_springer_current	0001-5970;1619-6937	1476343-6
Acta Mechanica	0001-5970	1619-6937	2020	231	1				https://link.springer.com/journal/volumesAndIssues/707		4493		fulltext		Springer	Serial		DESPR:deal_springer_current	0001-5970;1619-6937	1476343-6
Acta Mechanica Sinica	0567-7718	1614-3116	1997	13	1				https://link.springer.com/journal/volumesAndIssues/10409		53269		fulltext		Springer	Serial		DESPR:deal_springer	0567-7718;1614-3116	2181030-8
Acta Mechanica Sinica	0567-7718	1614-3116	1997	13	1				https://link.springer.com/journal/volumesAndIssues/10409		53269		fulltext		Springer	Serial		DESPR:deal_springer	0567-7718;1614-3116	2181030-8
Acta Mechanica Sinica	0567-7718	1614-3116	2020	36	1				https://link.springer.com/journal/volumesAndIssues/10409		53269		fulltext		Springer	Serial		DESPR:deal_springer_current	0567-7718;1614-3116	2181030-8
Acta Mechanica Sinica	0567-7718	1614-3116	2020	36	1				https://link.springer.com/journal/volumesAndIssues/10409		53269		fulltext		Springer	Serial		DESPR:deal_springer_current	0567-7718;1614-3116	2181030-8
Acta Mechanica Solida Sinica (2006 - )	0894-9166	1860-2134	2006	19					https://link.springer.com/journal/volumesAndIssues/10338		323854		fulltext		Springer ; Elsevier	Serial		DESPR:deal_springer	0894-9166;1860-2134	2110783-X
Acta Mechanica Solida Sinica (2006 - )	0894-9166	1860-2134	2006	19					https://link.springer.com/journal/volumesAndIssues/10338		323854		fulltext		Springer ; Elsevier	Serial		DESPR:deal_springer	0894-9166;1860-2134	2110783-X
Acta Mechanica Solida Sinica (2006 - )	0894-9166	1860-2134	2020	33	1				https://link.springer.com/journal/volumesAndIssues/10338		323854		fulltext		Springer ; Elsevier	Serial		DESPR:deal_springer_current	0894-9166;1860-2134	2110783-X
Acta Mechanica Solida Sinica (2006 - )	0894-9166	1860-2134	2020	33	1				https://link.springer.com/journal/volumesAndIssues/10338		323854		fulltext		Springer ; Elsevier	Serial		DESPR:deal_springer_current	0894-9166;1860-2134	2110783-X
Acta Mechanica Solida Sinica (2006 - )	0894-9166	1860-2134	2006	19		2017	30		https://www.sciencedirect.com/science/journal/08949166		323854		fulltext		Springer ; Elsevier	Serial		ELDEA:deal_elsevier_frc	0894-9166;1860-2134	2110783-X
Acta Metallurgica	0001-6160	1878-0768	1953	1		1989	37	12	https://www.sciencedirect.com/science/journal/00016160		53391		fulltext		Pergamon; Elsevier	Serial		ELDEA:deal_elsevier_arch	0001-6160;1878-0768	2552445-8
Acta Metallurgica et Materialia	0956-7151	1873-2879	1990	38		1995	43	12	https://www.sciencedirect.com/science/journal/09567151		8535		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	0956-7151;1873-2879	2023182-9
Acta Metallurgica et Materialia	0956-7151	1873-2879	1995	43		1995	43	12	https://www.sciencedirect.com/science/journal/09567151		8535		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	0956-7151;1873-2879	2023182-9
Acta Metallurgica Sinica (English Letters) (2013- )	1006-7191	2194-1289	2013	26	1				https://link.springer.com/journal/volumesAndIssues/40195		194494		fulltext		Springer ; The Chinese Society for Metals	Serial		DESPR:deal_springer	1006-7191;2194-1289	2238871-0
Acta Metallurgica Sinica (English Letters) (2013- )	1006-7191	2194-1289	2013	26	1				https://link.springer.com/journal/volumesAndIssues/40195		194494		fulltext		Springer ; The Chinese Society for Metals	Serial		DESPR:deal_springer	1006-7191;2194-1289	2238871-0
Acta Metallurgica Sinica (English Letters) (2013- )	1006-7191	2194-1289	2020	33	1				https://link.springer.com/journal/volumesAndIssues/40195		194494		fulltext		Springer ; The Chinese Society for Metals	Serial		DESPR:deal_springer_current	1006-7191;2194-1289	2238871-0
Acta Metallurgica Sinica (English Letters) (2013- )	1006-7191	2194-1289	2020	33	1				https://link.springer.com/journal/volumesAndIssues/40195		194494		fulltext		Springer ; The Chinese Society for Metals	Serial		DESPR:deal_springer_current	1006-7191;2194-1289	2238871-0
Acta Neurochirurgica (1950-2024)	0001-6268	0942-0940	1997	139	1	2019	161		https://link.springer.com/journal/volumesAndIssues/701		2626		fulltext		Springer	Serial		DESPR:deal_springer	0001-6268;0942-0940	1464215-3
Acta Neurochirurgica (1950-2024)	0001-6268	0942-0940	1997	139	1	2019	161		https://link.springer.com/journal/volumesAndIssues/701		2626		fulltext		Springer	Serial		DESPR:deal_springer	0001-6268;0942-0940	1464215-3
Acta Neurochirurgica (1950-2024)	0001-6268	0942-0940	2020	162	1	2024	166		https://link.springer.com/journal/volumesAndIssues/701		2626		fulltext		Springer	Serial		DESPR:deal_springer_current	0001-6268;0942-0940	1464215-3
Acta Neurochirurgica (1950-2024)	0001-6268	0942-0940	2020	162	1	2024	166		https://link.springer.com/journal/volumesAndIssues/701		2626		fulltext		Springer	Serial		DESPR:deal_springer_current	0001-6268;0942-0940	1464215-3
Acta Neurologica Belgica (2012-)	0300-9009	2240-2993	2012	112	1				https://link.springer.com/journal/volumesAndIssues/13760		177599		fulltext		Springer	Serial		DESPR:deal_springer	0300-9009;2240-2993	2475633-7
Acta Neurologica Belgica (2012-)	0300-9009	2240-2993	2012	112	1				https://link.springer.com/journal/volumesAndIssues/13760		177599		fulltext		Springer	Serial		DESPR:deal_springer	0300-9009;2240-2993	2475633-7
Acta Neurologica Belgica (2012-)	0300-9009	2240-2993	2020	120	1				https://link.springer.com/journal/volumesAndIssues/13760		177599		fulltext		Springer	Serial		DESPR:deal_springer_current	0300-9009;2240-2993	2475633-7
Acta Neurologica Belgica (2012-)	0300-9009	2240-2993	2020	120	1				https://link.springer.com/journal/volumesAndIssues/13760		177599		fulltext		Springer	Serial		DESPR:deal_springer_current	0300-9009;2240-2993	2475633-7
Acta Neurologica Scandinavica (incl. Suppl.) (-2022)	0001-6314	1600-0404	1997	95		2022	146		https://onlinelibrary.wiley.com/journal/16000404		6551		fulltext		Wiley	Serial		WIDEA:deal_wiley	0001-6314;0065-1427;1600-0404;1600-5449	2001898-8
Acta Neurologica Scandinavica (incl. Suppl.) (2023-)	0001-6314	1600-0404	2023						https://onlinelibrary.wiley.com/journal/ans		493927		fulltext		Wiley	Serial		WIDEA:deal_wiley	0001-6314;1600-0404	2001898-8
Acta Neuropathologica	0001-6322	1432-0533	1997	93	2				https://link.springer.com/journal/volumesAndIssues/401		822		fulltext		Springer	Serial		DESPR:deal_springer	0001-6322;1432-0533	1458410-4
Acta Neuropathologica	0001-6322	1432-0533	1997	93	2				https://link.springer.com/journal/volumesAndIssues/401		822		fulltext		Springer	Serial		DESPR:deal_springer	0001-6322;1432-0533	1458410-4
Acta Neuropathologica	0001-6322	1432-0533	2020	139	1				https://link.springer.com/journal/volumesAndIssues/401		822		fulltext		Springer	Serial		DESPR:deal_springer_current	0001-6322;1432-0533	1458410-4
Acta Neuropathologica	0001-6322	1432-0533	2020	139	1				https://link.springer.com/journal/volumesAndIssues/401		822		fulltext		Springer	Serial		DESPR:deal_springer_current	0001-6322;1432-0533	1458410-4
Acta Neuropsychiatrica (-2024)	0924-2708	1601-5215	2002	14		2012	24		https://onlinelibrary.wiley.com/loi/16015215		206673		fulltext		Cambridge University Press ; formerly Wiley	Serial		WIDEA:deal_wiley	0924-2708;1601-5215	2077830-2
